ShipmentID,Origin,Destination,Pickup_Date,Delivery_Date,Delivery_Status,Distance_KM,Shipment_Mode,Weight_KG,Cost_USD,Customer_Segment,Delay_Reason
SHP005364,Atlanta,Nashville,2024-08-20,2024-08-23,Delivered,2583,Ground,82.68,1246.96,Business,None
SHP005365,New York,Nashville,2024-03-23,2024-03-24,Delivered,154,Freight,252.14,285.58,Government,None
SHP005366,New York,San Francisco,2024-12-01,2024-12-02,Delivered,299,Air,367.56,450.09,Government,None
SHP005367,Miami,Orlando,2024-10-03,2024-10-05,In Transit,1911,Ground,378.29,1121.92,Business,None
SHP005368,Atlanta,Las Vegas,2024-11-17,2024-11-18,Delivered,1361,Ground,316.8,837.53,Retail,None
SHP005369,Phoenix,San Francisco,2024-01-11,2024-01-14,Delivered,2581,Freight,358.21,1441.38,Government,None
SHP005370,Denver,San Diego,2024-05-24,2024-05-26,In Transit,1697,Ground,157.59,893.2,Business,None
SHP005371,Los Angeles,Orlando,2024-04-19,2024-04-20,Delivered,918,Air,12.89,515.83,Business,None
SHP005372,Denver,Houston,2024-01-02,2024-01-04,Delivered,1658,Air,476.5,1127.0,Retail,None
SHP005373,Seattle,Detroit,2024-12-28,2024-12-30,Delivered,1828,Ground,402.57,1099.14,Retail,None
SHP005374,Atlanta,San Diego,2024-03-12,2024-03-13,Delivered,476,Ground,235.82,390.69,Government,None
SHP005375,Atlanta,Houston,2024-04-08,2024-04-12,Delayed,1479,Freight,253.73,882.79,Retail,Operational
SHP005376,Atlanta,Detroit,2024-01-15,2024-01-16,Delivered,266,Ground,391.49,389.59,Government,None
SHP005377,New York,San Diego,2024-12-19,2024-12-24,Delayed,1808,Ground,440.33,1112.8,Government,Weather
SHP005378,New York,Charlotte,2024-06-04,2024-06-05,Delivered,998,Ground,30.51,502.41,Retail,None
SHP005379,Denver,Philadelphia,2024-02-17,2024-02-19,Delivered,1873,Air,53.96,970.23,Government,None
SHP005380,Boston,San Francisco,2024-12-03,2024-12-05,Delivered,1752,Freight,450.2,1123.52,Business,None
SHP005381,Chicago,Orlando,2024-03-18,2024-03-20,Delivered,2032,Freight,101.39,1040.23,Business,None
SHP005382,Denver,Houston,2024-07-21,2024-07-24,Delivered,2204,Ground,322.57,1220.34,Retail,None
SHP005383,Chicago,Charlotte,2024-08-30,2024-09-01,Delivered,1483,Freight,437.5,994.85,Government,None
SHP005384,Seattle,Detroit,2024-11-21,2024-11-22,Delivered,810,Ground,171.72,502.53,Retail,None
SHP005385,Boston,Portland,2024-10-18,2024-10-20,Delivered,2062,Ground,358.87,1178.22,Government,None
SHP005386,Seattle,San Francisco,2024-07-17,2024-07-19,Delivered,1630,Ground,17.49,778.99,Government,None
SHP005387,Atlanta,Nashville,2024-01-16,2024-01-20,Delivered,2820,Air,362.39,1581.43,Government,None
SHP005388,New York,Nashville,2024-11-26,2024-11-28,Delivered,1488,Freight,322.24,927.94,Retail,None
SHP005389,Atlanta,Philadelphia,2024-04-24,2024-04-25,Delivered,1307,Air,244.09,829.6,Government,None
SHP005390,Miami,San Francisco,2024-12-25,2024-12-28,Delivered,2665,Air,482.27,1583.61,Government,None
SHP005391,Atlanta,Detroit,2024-09-15,2024-09-16,Delivered,425,Ground,197.08,344.5,Government,None
SHP005392,New York,Las Vegas,2024-04-04,2024-04-07,Delivered,2134,Ground,44.0,1021.7,Retail,None
SHP005393,New York,Detroit,2024-01-14,2024-01-17,Delivered,2408,Freight,267.81,1309.29,Government,None
SHP005394,Atlanta,Charlotte,2024-04-12,2024-04-15,Delivered,2374,Air,102.81,1224.99,Business,None
SHP005395,Boston,Nashville,2024-08-14,2024-08-18,Delayed,1069,Ground,142.55,601.58,Business,Customs
SHP005396,Miami,Nashville,2024-07-17,2024-07-20,In Transit,2248,Air,245.64,1253.98,Retail,None
SHP005397,Los Angeles,Nashville,2024-06-03,2024-06-06,Delivered,2672,Air,100.92,1357.95,Retail,None
SHP005398,Boston,Nashville,2024-01-13,2024-01-16,Delivered,2664,Ground,86.54,1285.72,Government,None
SHP005399,Dallas,San Diego,2024-12-29,2025-01-01,Delivered,2329,Ground,156.43,1176.91,Retail,None
SHP005400,Dallas,Nashville,2024-09-01,2024-09-02,Delivered,964,Freight,51.49,529.69,Business,None
SHP005401,Dallas,San Diego,2024-08-26,2024-09-01,Delayed,1698,Ground,111.86,866.22,Government,Operational
SHP005402,Los Angeles,Charlotte,2024-08-27,2024-08-31,Delivered,2978,Ground,91.46,1429.98,Government,None
SHP005403,Miami,San Diego,2024-06-18,2024-06-20,Delayed,520,Freight,206.41,422.85,Retail,Operational
SHP005404,Chicago,Detroit,2024-07-09,2024-07-10,Delivered,638,Ground,314.68,510.91,Retail,None
SHP005405,New York,Orlando,2024-01-04,2024-01-06,Delivered,1501,Ground,402.89,952.18,Government,None
SHP005406,Boston,Houston,2024-09-05,2024-09-06,Delivered,1329,Ground,267.57,793.59,Government,None
SHP005407,Atlanta,San Francisco,2024-04-01,2024-04-02,Delivered,240,Ground,247.95,291.77,Government,None
SHP005408,Los Angeles,San Diego,2024-03-31,2024-04-01,Delivered,572,Ground,460.12,568.47,Government,None
SHP005409,Boston,San Francisco,2024-07-17,2024-07-20,Delivered,2767,Freight,94.9,1367.09,Business,None
SHP005410,Denver,Las Vegas,2024-12-24,2024-12-25,Delivered,1325,Freight,203.99,783.64,Government,None
SHP005411,Phoenix,San Francisco,2024-01-17,2024-01-18,Delivered,1249,Ground,336.95,799.22,Government,None
SHP005412,Chicago,Philadelphia,2024-10-22,2024-10-25,Delivered,2721,Ground,118.03,1330.27,Retail,None
SHP005413,Boston,Houston,2024-12-11,2024-12-17,Delayed,1928,Air,237.68,1105.21,Government,Operational
SHP005414,Chicago,Orlando,2024-07-16,2024-07-18,In Transit,1434,Ground,97.72,738.93,Government,None
SHP005415,Chicago,Nashville,2024-05-24,2024-05-27,Delivered,2384,Air,455.07,1440.84,Business,None
SHP005416,Atlanta,Houston,2024-10-02,2024-10-03,Delivered,705,Ground,83.7,402.47,Retail,None
SHP005417,Chicago,Portland,2024-11-12,2024-11-13,Delivered,1384,Ground,278.15,824.69,Government,None
SHP005418,Atlanta,Nashville,2024-08-03,2024-08-04,Delivered,569,Air,410.8,597.53,Business,None
SHP005419,Boston,Houston,2024-03-27,2024-03-30,Delayed,1626,Air,160.46,922.98,Government,Operational
SHP005420,New York,Orlando,2024-10-23,2024-10-26,Delivered,2790,Ground,434.48,1551.19,Government,None
SHP005421,New York,Houston,2024-12-23,2024-12-24,Delivered,51,Air,166.42,217.8,Government,None
SHP005422,Miami,San Diego,2024-09-02,2024-09-07,Delayed,2735,Ground,423.58,1519.9,Business,Customs
SHP005423,Denver,San Francisco,2024-02-01,2024-02-04,Delivered,2271,Freight,31.73,1105.99,Business,None
SHP005424,Dallas,Detroit,2024-12-28,2024-12-30,Delivered,1600,Ground,472.41,1038.45,Retail,None
SHP005425,Chicago,Orlando,2024-12-22,2024-12-27,Delayed,2419,Air,496.07,1481.19,Retail,Weather
SHP005426,Dallas,Portland,2024-12-05,2024-12-09,Delivered,2894,Air,297.38,1575.73,Government,None
SHP005427,Boston,Las Vegas,2024-04-20,2024-04-23,Delayed,1023,Ground,153.52,587.46,Government,Customs
SHP005428,Phoenix,San Diego,2024-09-06,2024-09-07,Delivered,1153,Ground,308.07,738.69,Government,None
SHP005429,Dallas,Detroit,2024-05-02,2024-05-05,Delivered,2198,Ground,252.32,1175.49,Government,None
SHP005430,Atlanta,Charlotte,2024-07-23,2024-07-26,Delivered,2702,Ground,258.06,1405.74,Business,None
SHP005431,Phoenix,Houston,2024-06-28,2024-07-01,Delivered,2323,Ground,244.38,1226.98,Business,None
SHP005432,Phoenix,Las Vegas,2024-02-14,2024-02-17,Delivered,2446,Air,300.92,1376.25,Government,None
SHP005433,Phoenix,Charlotte,2024-02-03,2024-02-06,Delivered,2369,Ground,164.21,1199.58,Business,None
SHP005434,Denver,Portland,2024-09-17,2024-09-21,Delivered,2875,Ground,48.39,1357.78,Government,None
SHP005435,Chicago,San Francisco,2024-10-14,2024-10-18,Delayed,545,Freight,236.87,452.37,Government,Weather
SHP005436,Denver,Charlotte,2024-10-27,2024-11-01,Delayed,230,Air,288.37,371.52,Retail,Weather
SHP005437,Boston,Houston,2024-09-09,2024-09-10,Delivered,137,Ground,414.2,345.17,Retail,None
SHP005438,Denver,Houston,2024-02-11,2024-02-13,Delivered,2088,Ground,142.97,1060.38,Government,None
SHP005439,Seattle,Nashville,2024-06-13,2024-06-19,Delayed,2743,Ground,453.86,1541.67,Government,Weather
SHP005440,Miami,San Diego,2024-01-13,2024-01-16,Delivered,2291,Ground,134.63,1146.73,Business,None
SHP005441,Chicago,Orlando,2024-12-21,2024-12-22,Delivered,505,Ground,64.29,300.82,Retail,None
SHP005442,Dallas,Charlotte,2024-11-13,2024-11-17,In Transit,2849,Ground,143.08,1402.9,Business,None
SHP005443,Seattle,San Francisco,2024-10-19,2024-10-21,Delivered,1660,Ground,448.19,1050.91,Government,None
SHP005444,Los Angeles,Las Vegas,2024-01-26,2024-01-28,Delivered,1522,Ground,404.5,962.6,Business,None
SHP005445,Los Angeles,San Diego,2024-09-02,2024-09-04,Delivered,1926,Ground,193.48,1017.79,Government,None
SHP005446,Boston,Detroit,2024-06-19,2024-06-23,Delayed,2791,Ground,268.53,1452.07,Business,Operational
SHP005447,Miami,Detroit,2024-05-16,2024-05-17,Delivered,1309,Ground,313.96,812.43,Retail,None
SHP005448,Dallas,Houston,2024-12-13,2024-12-14,Delivered,847,Air,8.2,481.07,Retail,None
SHP005449,Denver,Detroit,2024-04-19,2024-04-21,Delivered,1822,Freight,496.33,1182.7,Government,None
SHP005450,Denver,Las Vegas,2024-06-25,2024-06-27,Delivered,1524,Freight,363.97,969.18,Retail,None
SHP005451,Boston,Orlando,2024-07-15,2024-07-17,Delivered,1524,Freight,12.72,758.43,Retail,None
SHP005452,Boston,Nashville,2024-09-25,2024-09-27,Delivered,1691,Air,155.28,949.12,Business,None
SHP005453,New York,Houston,2024-01-28,2024-01-30,Delivered,1493,Air,130.97,845.43,Business,None
SHP005454,Atlanta,Charlotte,2024-08-15,2024-08-17,Delivered,1480,Ground,68.55,742.13,Government,None
SHP005455,Los Angeles,Charlotte,2024-08-21,2024-08-22,In Transit,534,Air,344.87,542.22,Government,None
SHP005456,Miami,Detroit,2024-04-10,2024-04-12,Delivered,1800,Ground,301.88,1026.13,Business,None
SHP005457,Boston,San Francisco,2024-10-29,2024-10-30,Delivered,544,Ground,99.31,339.39,Retail,None
SHP005458,Phoenix,Orlando,2024-06-15,2024-06-16,Delivered,719,Ground,89.49,412.24,Business,None
SHP005459,Atlanta,Philadelphia,2024-05-27,2024-05-30,Delivered,2785,Air,307.46,1532.73,Government,None
SHP005460,Chicago,San Francisco,2024-09-23,2024-09-24,Delivered,492,Air,357.06,530.64,Retail,None
SHP005461,Los Angeles,Detroit,2024-07-13,2024-07-14,Delivered,1131,Air,272.98,767.74,Government,None
SHP005462,Seattle,Portland,2024-03-20,2024-03-21,Delivered,1107,Ground,112.06,600.39,Retail,None
SHP005463,Los Angeles,Portland,2024-04-15,2024-04-16,Delivered,1302,Freight,387.89,883.63,Government,None
SHP005464,Phoenix,Detroit,2024-09-15,2024-09-21,Delayed,1651,Ground,316.11,967.62,Retail,Customs
SHP005465,Miami,Charlotte,2024-06-10,2024-06-11,Delivered,278,Ground,270.06,322.14,Retail,None
SHP005466,Seattle,Philadelphia,2024-02-04,2024-02-06,Delivered,1881,Freight,418.7,1162.67,Business,None
SHP005467,Seattle,Detroit,2024-12-05,2024-12-07,Delivered,1769,Air,10.41,897.3,Retail,None
SHP005468,New York,Philadelphia,2024-11-17,2024-11-20,Delivered,2227,Freight,376.37,1292.97,Retail,None
SHP005469,Boston,Nashville,2024-08-04,2024-08-06,Delivered,1583,Ground,282.86,917.07,Retail,None
SHP005470,Boston,San Francisco,2024-04-26,2024-04-29,Delivered,2173,Air,121.26,1145.61,Government,None
SHP005471,Atlanta,Orlando,2024-10-24,2024-10-25,Delivered,496,Freight,85.94,339.76,Retail,None
SHP005472,Seattle,Portland,2024-03-29,2024-04-03,Delayed,1564,Air,346.67,1006.8,Retail,Operational
SHP005473,Seattle,Nashville,2024-02-09,2024-02-11,Delivered,1619,Freight,496.91,1091.7,Business,None
SHP005474,Seattle,San Francisco,2024-05-24,2024-05-27,Delivered,2156,Ground,410.9,1251.74,Business,None
SHP005475,Dallas,Detroit,2024-02-21,2024-02-25,Delayed,2646,Ground,451.44,1496.56,Business,Operational
SHP005476,Miami,Houston,2024-11-19,2024-11-21,Delivered,1638,Freight,116.59,872.05,Retail,None
SHP005477,Miami,Houston,2024-04-02,2024-04-04,Delivered,1587,Ground,485.26,1040.31,Retail,None
SHP005478,Los Angeles,San Francisco,2024-12-29,2024-12-30,Delivered,784,Ground,296.41,565.65,Business,None
SHP005479,Dallas,Orlando,2024-03-18,2024-03-19,Delivered,411,Air,134.86,360.87,Retail,None
SHP005480,Chicago,Nashville,2024-03-07,2024-03-10,In Transit,2788,Ground,190.97,1404.18,Government,None
SHP005481,Los Angeles,San Diego,2024-07-05,2024-07-06,Delivered,260,Air,316.93,402.16,Business,None
SHP005482,Seattle,Charlotte,2024-12-01,2024-12-02,Delivered,740,Ground,128.61,445.17,Retail,None
SHP005483,Atlanta,Houston,2024-07-26,2024-07-27,In Transit,524,Freight,496.71,598.83,Retail,None
SHP005484,Boston,Portland,2024-03-10,2024-03-13,Delivered,2649,Ground,82.98,1276.84,Business,None
SHP005485,Seattle,Las Vegas,2024-10-14,2024-10-17,Delivered,2772,Ground,113.12,1350.27,Retail,None
SHP005486,Atlanta,San Diego,2024-07-08,2024-07-11,Delayed,309,Ground,263.15,331.94,Government,Weather
SHP005487,Phoenix,Nashville,2024-06-01,2024-06-06,Delayed,1645,Ground,290.13,949.33,Retail,Customs
SHP005488,Atlanta,Detroit,2024-09-25,2024-09-28,Delivered,2604,Air,486.81,1558.89,Retail,None
SHP005489,New York,Portland,2024-12-10,2024-12-11,Delivered,1295,Air,126.31,753.54,Business,None
SHP005490,Denver,Orlando,2024-01-08,2024-01-12,Delivered,2832,Ground,419.47,1561.08,Government,None
SHP005491,Phoenix,Houston,2024-11-26,2024-11-29,Delivered,2240,Ground,466.69,1323.01,Government,None
SHP005492,Dallas,Philadelphia,2024-04-13,2024-04-14,Delivered,794,Air,21.54,465.22,Business,None
SHP005493,Chicago,Portland,2024-02-23,2024-02-25,Delivered,1809,Freight,426.36,1134.87,Government,None
SHP005494,Atlanta,Las Vegas,2024-05-03,2024-05-04,Delivered,371,Ground,381.01,430.56,Retail,None
SHP005495,Dallas,Houston,2024-03-19,2024-03-24,Delayed,495,Ground,67.22,298.08,Government,Weather
SHP005496,Chicago,Charlotte,2024-01-02,2024-01-03,Delivered,589,Ground,318.19,490.96,Business,None
SHP005497,Los Angeles,Portland,2024-03-20,2024-03-21,Delivered,1032,Air,11.67,566.4,Government,None
SHP005498,New York,Houston,2024-01-14,2024-01-15,Delivered,580,Air,224.07,490.44,Government,None
SHP005499,Dallas,Charlotte,2024-12-05,2024-12-06,Delivered,301,Air,320.53,422.77,Government,None
SHP005500,Atlanta,Orlando,2024-04-27,2024-04-30,Delivered,2524,Ground,161.7,1267.82,Retail,None
SHP005501,Miami,Philadelphia,2024-10-28,2024-11-01,Delivered,2902,Air,259.96,1556.88,Retail,None
SHP005502,Los Angeles,Houston,2024-10-02,2024-10-05,Delivered,2491,Ground,434.17,1416.45,Business,None
SHP005503,Miami,San Francisco,2024-05-20,2024-05-21,Delivered,825,Air,0.63,466.63,Retail,None
SHP005504,Atlanta,Detroit,2024-07-11,2024-07-13,Delivered,2037,Air,474.23,1296.19,Retail,None
SHP005505,Miami,Nashville,2024-03-24,2024-03-26,Delivered,2056,Ground,373.07,1184.04,Business,None
SHP005506,Phoenix,Philadelphia,2024-05-29,2024-06-01,Delivered,2500,Ground,334.42,1360.65,Retail,None
SHP005507,Atlanta,San Diego,2024-04-03,2024-04-06,Delayed,845,Ground,473.2,699.17,Government,Weather
SHP005508,Dallas,Philadelphia,2024-04-05,2024-04-08,Delivered,2221,Freight,427.15,1320.74,Business,None
SHP005509,Atlanta,San Diego,2024-06-15,2024-06-16,In Transit,719,Air,109.13,484.03,Business,None
SHP005510,Denver,Houston,2024-10-24,2024-10-25,In Transit,1243,Freight,459.73,900.19,Government,None
SHP005511,Chicago,Charlotte,2024-06-02,2024-06-05,Delayed,1325,Air,169.53,792.97,Retail,Operational
SHP005512,Seattle,Las Vegas,2024-08-14,2024-08-17,Delivered,2189,Ground,332.84,1219.75,Government,None
SHP005513,Atlanta,Orlando,2024-01-18,2024-01-19,Delivered,690,Air,347.22,613.83,Government,None
SHP005514,Denver,Charlotte,2024-02-27,2024-02-28,Delivered,855,Ground,429.6,677.51,Business,None
SHP005515,Atlanta,San Diego,2024-08-16,2024-08-19,Delivered,2435,Ground,182.92,1240.5,Government,None
SHP005516,New York,Orlando,2024-05-04,2024-05-07,Delivered,2422,Ground,319.68,1316.71,Retail,None
SHP005517,Phoenix,Orlando,2024-01-31,2024-02-01,Delivered,808,Ground,173.01,502.41,Business,None
SHP005518,Atlanta,Houston,2024-01-03,2024-01-06,Delivered,2341,Ground,210.97,1215.03,Government,None
SHP005519,Los Angeles,San Diego,2024-06-01,2024-06-03,Delivered,1919,Ground,142.92,984.3,Business,None
SHP005520,Phoenix,San Francisco,2024-05-17,2024-05-19,Delivered,1552,Ground,477.09,1019.65,Government,None
SHP005521,Miami,Portland,2024-03-10,2024-03-11,Delivered,620,Ground,229.31,451.59,Business,None
SHP005522,Dallas,Orlando,2024-03-07,2024-03-09,Delivered,1561,Ground,401.52,978.36,Government,None
SHP005523,Chicago,San Francisco,2024-12-07,2024-12-09,Delivered,1557,Air,177.87,902.37,Business,None
SHP005524,Dallas,Las Vegas,2024-12-03,2024-12-05,Delivered,1773,Ground,448.22,1101.78,Government,None
SHP005525,Los Angeles,Houston,2024-06-09,2024-06-10,Delivered,1287,Ground,242.19,759.46,Retail,None
SHP005526,Dallas,Charlotte,2024-06-15,2024-06-19,Delivered,2979,Ground,78.36,1422.57,Government,None
SHP005527,Atlanta,Philadelphia,2024-07-27,2024-07-28,Delivered,1258,Ground,494.28,897.67,Government,None
SHP005528,Atlanta,Nashville,2024-02-06,2024-02-10,In Transit,2963,Ground,133.61,1448.52,Business,None
SHP005529,Seattle,Las Vegas,2024-09-30,2024-10-01,Delivered,173,Air,309.74,358.69,Government,None
SHP005530,Chicago,Philadelphia,2024-03-24,2024-03-25,Delivered,719,Freight,368.94,609.91,Retail,None
SHP005531,Los Angeles,Nashville,2024-10-08,2024-10-10,Delivered,1831,Ground,219.44,990.61,Retail,None
SHP005532,Dallas,San Diego,2024-07-30,2024-07-31,Delivered,1003,Ground,18.99,497.74,Retail,None
SHP005533,Boston,San Francisco,2024-01-21,2024-01-22,Delivered,200,Ground,55.01,158.01,Retail,None
SHP005534,Boston,Houston,2024-07-09,2024-07-16,Delayed,2672,Ground,149.01,1326.81,Retail,Weather
SHP005535,Phoenix,Houston,2024-01-14,2024-01-18,Delayed,2442,Air,35.25,1215.05,Retail,Customs
SHP005536,Dallas,Detroit,2024-12-18,2024-12-21,Delayed,1251,Air,458.8,933.23,Business,Weather
SHP005537,Miami,Charlotte,2024-01-29,2024-02-02,Delayed,400,Freight,65.48,284.29,Government,Weather
SHP005538,Atlanta,San Francisco,2024-01-15,2024-01-17,Delivered,1567,Freight,393.03,1005.97,Government,None
SHP005539,Boston,Nashville,2024-10-08,2024-10-10,Delivered,1635,Ground,207.92,895.5,Retail,None
SHP005540,Chicago,Charlotte,2024-02-29,2024-03-04,Delayed,983,Air,173.11,641.22,Business,Operational
SHP005541,Los Angeles,Philadelphia,2024-08-22,2024-08-26,Delivered,2856,Ground,78.46,1367.28,Retail,None
SHP005542,Chicago,San Francisco,2024-06-20,2024-06-21,Delivered,374,Air,453.65,535.49,Retail,None
SHP005543,Chicago,Charlotte,2024-04-16,2024-04-23,Delayed,2574,Ground,96.81,1251.39,Retail,Weather
SHP005544,New York,Charlotte,2024-12-23,2024-12-24,Delivered,815,Freight,473.55,715.88,Government,None
SHP005545,New York,Nashville,2024-04-12,2024-04-14,Delayed,354,Ground,93.85,250.61,Government,Weather
SHP005546,Los Angeles,Orlando,2024-03-31,2024-04-01,Delivered,131,Ground,274.62,258.72,Government,None
SHP005547,Phoenix,Las Vegas,2024-12-11,2024-12-12,Delivered,1350,Ground,382.99,872.29,Business,None
SHP005548,Chicago,Houston,2024-10-25,2024-10-28,Delivered,2561,Ground,287.76,1360.11,Government,None
SHP005549,Chicago,Charlotte,2024-01-31,2024-02-03,Delivered,2487,Air,305.77,1397.61,Government,None
SHP005550,Phoenix,Nashville,2024-12-28,2024-12-31,Delivered,2455,Air,68.29,1240.72,Business,None
SHP005551,Boston,San Diego,2024-08-17,2024-08-18,Delivered,1302,Freight,366.62,870.87,Retail,None
SHP005552,Phoenix,Philadelphia,2024-07-01,2024-07-02,In Transit,835,Air,149.28,560.32,Retail,None
SHP005553,Miami,Charlotte,2024-11-26,2024-11-27,Delivered,1044,Air,266.51,724.71,Retail,None
SHP005554,Miami,Charlotte,2024-10-07,2024-10-10,Delayed,390,Air,19.24,282.04,Government,Operational
SHP005555,Denver,Philadelphia,2024-05-18,2024-05-20,Delivered,1795,Air,246.61,1050.72,Government,None
SHP005556,Miami,Nashville,2024-08-22,2024-08-23,Delivered,97,Ground,246.84,226.75,Retail,None
SHP005557,New York,San Diego,2024-11-08,2024-11-11,Delivered,2642,Ground,179.58,1331.65,Business,None
SHP005558,Atlanta,San Francisco,2024-06-30,2024-07-01,Delivered,780,Ground,27.85,402.71,Retail,None
SHP005559,Miami,San Francisco,2024-12-29,2024-12-30,Delivered,721,Ground,8.57,364.59,Business,None
SHP005560,Phoenix,Orlando,2024-02-29,2024-03-02,Delivered,1612,Ground,322.38,953.83,Government,None
SHP005561,Boston,Las Vegas,2024-10-27,2024-10-28,In Transit,502,Ground,488.79,554.17,Retail,None
SHP005562,New York,Detroit,2024-11-15,2024-11-18,Delivered,2376,Air,90.67,1218.6,Retail,None
SHP005563,Miami,Nashville,2024-04-20,2024-04-21,Delivered,134,Ground,387.38,327.73,Business,None
SHP005564,Atlanta,Portland,2024-10-31,2024-11-02,Delivered,1469,Ground,22.5,709.55,Retail,None
SHP005565,Miami,Houston,2024-06-23,2024-06-26,Delivered,2205,Ground,322.97,1221.03,Business,None
SHP005566,Phoenix,Houston,2024-10-07,2024-10-09,In Transit,1754,Air,313.05,1072.13,Government,None
SHP005567,Phoenix,San Diego,2024-01-19,2024-01-21,Delivered,1568,Ground,445.62,1007.97,Business,None
SHP005568,Phoenix,Portland,2024-05-27,2024-05-28,Delivered,569,Ground,130.99,369.64,Retail,None
SHP005569,New York,Philadelphia,2024-11-01,2024-11-05,Delayed,2443,Ground,305.21,1317.48,Government,Weather
SHP005570,Boston,San Francisco,2024-06-07,2024-06-10,Delivered,2247,Ground,105.64,1109.53,Business,None
SHP005571,Atlanta,Philadelphia,2024-02-17,2024-02-18,Delivered,1193,Ground,281.96,741.03,Business,None
SHP005572,Denver,Las Vegas,2024-08-12,2024-08-13,Delivered,145,Ground,484.54,390.97,Retail,None
SHP005573,Atlanta,Nashville,2024-06-22,2024-06-26,Delayed,865,Ground,369.04,645.67,Government,Operational
SHP005574,Dallas,Philadelphia,2024-11-13,2024-11-17,Delivered,2983,Ground,269.42,1539.0,Business,None
SHP005575,Phoenix,Houston,2024-04-19,2024-04-20,Delivered,1242,Ground,277.83,760.6,Retail,None
SHP005576,Denver,Orlando,2024-04-14,2024-04-15,Delivered,1381,Ground,471.28,939.22,Government,None
SHP005577,Denver,Charlotte,2024-04-13,2024-04-14,Delivered,609,Ground,248.49,458.14,Retail,None
SHP005578,Boston,Houston,2024-01-14,2024-01-19,Delayed,2260,Air,44.95,1138.97,Business,Weather
SHP005579,Boston,Philadelphia,2024-05-02,2024-05-03,Delivered,446,Air,406.46,539.58,Government,None
SHP005580,New York,Portland,2024-08-25,2024-08-29,Delivered,2934,Ground,260.37,1511.52,Retail,None
SHP005581,Miami,San Francisco,2024-10-15,2024-10-17,Delivered,1673,Air,130.74,926.29,Retail,None
SHP005582,Atlanta,Portland,2024-05-27,2024-05-31,Delivered,2942,Ground,446.01,1626.51,Government,None
SHP005583,Dallas,Philadelphia,2024-12-19,2024-12-21,Delivered,1959,Air,345.06,1183.59,Business,None
SHP005584,New York,Orlando,2024-05-17,2024-05-18,Delivered,204,Ground,85.1,177.86,Business,None
SHP005585,Boston,Charlotte,2024-07-30,2024-08-01,Delivered,1406,Ground,292.57,843.24,Government,None
SHP005586,Seattle,Las Vegas,2024-10-03,2024-10-05,Delivered,1691,Ground,451.66,1066.95,Business,None
SHP005587,Atlanta,Portland,2024-08-18,2024-08-20,Delivered,1492,Freight,95.5,793.7,Business,None
SHP005588,Dallas,Detroit,2024-10-04,2024-10-06,Delivered,1855,Air,205.6,1053.11,Retail,None
SHP005589,Atlanta,Detroit,2024-12-08,2024-12-10,Delivered,1857,Ground,452.05,1141.88,Business,None
SHP005590,Phoenix,Houston,2024-09-19,2024-09-21,Delivered,1440,Ground,111.75,750.05,Retail,None
SHP005591,Miami,Detroit,2024-02-23,2024-02-25,Delayed,942,Ground,327.14,655.18,Business,Operational
SHP005592,Los Angeles,Portland,2024-03-25,2024-03-28,Delivered,2250,Ground,468.45,1328.57,Retail,None
SHP005593,Miami,San Francisco,2024-06-11,2024-06-12,Delivered,703,Air,56.13,445.03,Government,None
SHP005594,New York,San Diego,2024-11-07,2024-11-08,Delivered,413,Ground,10.36,227.07,Retail,None
SHP005595,Boston,Portland,2024-08-16,2024-08-21,Delayed,705,Ground,352.99,564.04,Retail,Weather
SHP005596,Boston,Philadelphia,2024-10-22,2024-10-24,In Transit,1400,Air,125.65,800.39,Government,None
SHP005597,Los Angeles,Charlotte,2024-11-16,2024-11-20,Delivered,2873,Ground,116.66,1397.85,Government,None
SHP005598,Atlanta,Charlotte,2024-07-12,2024-07-17,Delayed,1647,Freight,301.54,987.07,Retail,Weather
SHP005599,Phoenix,San Diego,2024-07-19,2024-07-20,Delivered,612,Freight,302.71,522.03,Business,None
SHP005600,Dallas,San Diego,2024-12-29,2024-12-30,In Transit,364,Freight,172.6,332.36,Business,None
SHP005601,Denver,Portland,2024-02-23,2024-02-24,Delivered,1243,Ground,352.88,806.08,Business,None
SHP005602,Chicago,Orlando,2024-02-01,2024-02-04,Delivered,2660,Ground,400.96,1472.58,Retail,None
SHP005603,Seattle,San Francisco,2024-04-01,2024-04-02,Delivered,660,Ground,301.65,512.99,Retail,None
SHP005604,Chicago,San Diego,2024-04-16,2024-04-21,Delayed,2082,Air,280.25,1200.05,Business,Operational
SHP005605,Seattle,Houston,2024-08-22,2024-08-23,In Transit,1313,Freight,111.58,722.8,Business,None
SHP005606,Phoenix,Orlando,2024-12-10,2024-12-14,Delivered,2962,Air,401.36,1668.72,Retail,None
SHP005607,Seattle,Orlando,2024-01-01,2024-01-02,Delivered,1364,Air,95.46,766.08,Government,None
SHP005608,Miami,Houston,2024-11-29,2024-12-01,Delivered,1902,Air,104.88,1013.83,Business,None
SHP005609,Los Angeles,Nashville,2024-05-23,2024-05-27,Delayed,1509,Air,382.36,1003.47,Business,Operational
SHP005610,Phoenix,Orlando,2024-08-11,2024-08-12,Delivered,313,Ground,320.81,368.34,Government,None
SHP005611,Dallas,Charlotte,2024-11-30,2024-12-05,Delayed,1285,Air,273.07,837.09,Government,Operational
SHP005612,Seattle,Nashville,2024-08-30,2024-09-01,Delivered,1634,Air,34.62,851.07,Business,None
